tau1	tau2	tau3	tau4	p1	p2	p3	p4	g1	g2	g3	g4
8.18364	1.08821	3.94284	2.40506	5.3079	-1.75001	-1.76205	-1.79585	0.26993	0.365977	0.352944	0.552201
1.75384	9.71216	6.62996	9.11276	3.7528	-1.21948	-1.07587	-1.45746	0.087565	0.543918	0.445879	0.212161
2.473	7.63372	8.08172	4.25155	4.1058	-1.2017	-0.959112	-1.94498	0.761798	0.888527	0.342407	0.0873316
2.65507	8.50364	3.26881	9.3739	3.83334	-0.828951	-1.26576	-1.73863	0.126858	0.719288	0.776359	0.115636
3.8545	1.0146	7.39257	7.35271	4.21529	-1.21401	-1.5179	-1.48338	0.42614	0.36285	0.0901219	0.411089
7.68102	7.04649	3.71429	7.82899	4.48742	-1.69297	-0.93698	-1.85747	0.812426	0.0842936	0.428895	0.0981574
4.97239	8.14167	6.70742	6.29375	4.15181	-1.14177	-1.14412	-1.86592	0.34191	0.107047	0.13682	0.943903
7.2651	6.30139	2.06045	6.06999	2.80817	-0.915203	-0.692243	-1.20073	0.425004	0.224897	0.739768	0.882449
1.65443	3.02072	9.24129	5.85517	4.24209	-1.76213	-0.905161	-1.5748	0.100741	0.184704	0.62525	0.0742241
3.75647	6.36531	3.36503	6.66327	3.4756	-0.627326	-1.01544	-1.83283	0.0749755	0.827374	0.771958	0.186187
9.28092	1.40485	5.13618	4.4333	2.95722	-0.632601	-1.16316	-1.16145	0.867474	0.379192	0.282569	0.484149
2.64291	7.72288	4.62926	5.63526	4.41332	-0.819714	-1.63356	-1.96005	0.528764	0.641597	0.746825	0.465069
3.82517	9.70455	3.83062	4.66976	4.0154	-1.84433	-0.67086	-1.50022	0.938049	0.49092	0.756433	0.689375
5.5889	8.29394	5.19779	7.47733	4.16888	-1.76958	-0.776062	-1.62324	0.566207	0.31035	0.50291	0.136537
9.18231	3.15519	1.23918	1.13026	5.09163	-1.29687	-1.90104	-1.89373	0.590579	0.852685	0.535106	0.865786
9.01829	1.88462	2.35827	3.46634	3.38811	-1.27093	-1.2068	-0.910373	0.479821	0.228503	0.0715398	0.0551292
7.43494	5.42601	7.72557	2.5048	5.01774	-1.89075	-1.2974	-1.82959	0.0700739	0.906837	0.245706	0.74404
9.52329	4.46039	6.73439	7.48277	3.8065	-0.710383	-1.69907	-1.39705	0.368414	0.3724	0.093187	0.898847
2.5828	2.03097	8.81498	6.56672	3.1757	-1.92692	-0.634858	-0.613927	0.0754851	0.60307	0.0736112	0.655794
5.29228	7.29142	3.24202	3.22321	2.38229	-0.844543	-0.539289	-0.998455	0.106126	0.816087	0.880737	0.715836
5.02951	8.43264	5.69936	1.89857	4.92269	-1.0779	-1.87182	-1.97297	0.559829	0.282214	0.457	0.349337
1.94632	5.05815	5.43078	1.70972	4.13405	-0.662718	-1.87533	-1.59601	0.195377	0.472051	0.780102	0.423743
5.65881	3.28088	0.78816	8.78904	3.07544	-1.4068	-0.509198	-1.15944	0.530762	0.204855	0.586199	0.187338
6.51613	5.47113	1.75702	6.54596	3.86513	-1.06424	-1.35302	-1.44787	0.684675	0.267936	0.485761	0.696887
8.93978	3.9126	8.70827	1.34195	4.38587	-1.09668	-1.94189	-1.3473	0.860904	0.532563	0.566297	0.443441
7.50755	9.05331	4.63192	8.11369	3.55357	-0.62229	-1.07866	-1.85262	0.913421	0.733559	0.602148	0.957616
9.86691	4.03955	4.18289	3.80318	4.21012	-1.11914	-1.79066	-1.30032	0.249461	0.169408	0.23454	0.489139
4.45412	9.85058	3.63367	6.82687	2.78334	-0.566957	-1.03755	-1.17883	0.672379	0.757251	0.681394	0.127205
5.27749	3.71405	8.02004	4.77824	2.88565	-0.698337	-1.49062	-0.696694	0.96671	0.889053	0.407158	0.0738732
9.55797	8.48757	2.43257	5.08802	2.76159	-0.811854	-1.30221	-0.647525	0.9449	0.905103	0.215608	0.389183
8.43552	4.21656	9.6009	1.93944	4.68851	-1.28801	-1.4144	-1.9861	0.93268	0.484585	0.376585	0.308094
9.34413	8.67947	7.57465	9.76634	3.98718	-0.670931	-1.49311	-1.82314	0.758109	0.882417	0.450207	0.289316
4.00857	6.43448	3.37735	0.685654	4.11371	-1.66193	-0.678411	-1.77337	0.554385	0.664959	0.67404	0.857669
0.973485	5.57418	8.75209	5.87435	2.51795	-0.510734	-0.675394	-1.33182	0.254571	0.906031	0.401792	0.593664
0.851941	0.995872	1.95183	5.01892	3.96596	-1.82598	-0.56238	-1.5776	0.0704315	0.391633	0.319625	0.152896
5.34679	7.06443	8.61082	6.19718	3.87725	-1.91285	-0.899618	-1.06478	0.471394	0.367409	0.921858	0.0856113
7.47899	8.10174	1.35974	9.43592	3.77463	-0.734643	-1.24119	-1.7988	0.105447	0.146828	0.0745643	0.15084
4.49772	0.984378	4.09585	5.59542	4.16174	-1.66179	-0.980361	-1.51959	0.406614	0.946163	0.352232	0.843938
8.71915	7.34088	5.3526	0.685153	1.9774	-0.797098	-0.609095	-0.571209	0.582855	0.737551	0.714755	0.183601
1.45315	6.27332	5.37908	8.82567	2.61366	-0.587962	-1.04563	-0.980072	0.239726	0.126579	0.584335	0.416648
9.50315	0.74923	2.83602	4.5286	3.38869	-1.07715	-1.24055	-1.071	0.506637	0.225684	0.0710079	0.947891
1.17822	0.741575	1.17284	9.04216	3.17064	-0.851871	-1.04171	-1.27705	0.190124	0.288452	0.208313	0.159532
8.77023	4.15432	1.25267	7.25245	3.76764	-1.43707	-0.548951	-1.78162	0.165098	0.833579	0.738758	0.153895
9.68291	9.89126	2.31934	2.63946	4.60573	-1.03811	-1.60127	-1.96635	0.831904	0.24358	0.377335	0.423237
5.41199	1.88056	4.10968	1.46081	4.59621	-1.37251	-1.71318	-1.51052	0.431258	0.752409	0.806207	0.107193
8.32518	2.33699	8.2908	6.15172	4.02926	-1.57986	-0.806677	-1.64273	0.0795142	0.901123	0.29679	0.923922
1.5621	1.2767	2.17702	2.27173	3.16277	-0.781791	-0.704915	-1.67607	0.751912	0.440338	0.532366	0.590806
2.68199	6.37187	1.39402	5.68032	4.03362	-1.90722	-1.08846	-1.03794	0.582705	0.914113	0.753012	0.190104
7.9065	1.19032	3.8564	2.96891	5.08467	-1.46993	-1.79121	-1.82352	0.62707	0.667289	0.12759	0.233454
0.675248	9.5042	3.41611	3.70628	3.61947	-0.842804	-0.802796	-1.97386	0.0667685	0.107896	0.827136	0.770769
5.42027	5.04979	4.316	9.4249	4.63712	-1.79921	-1.36785	-1.47006	0.37416	0.320785	0.461244	0.649473
3.37033	4.84722	4.42714	0.519387	4.27867	-0.547083	-1.83222	-1.89937	0.841523	0.476445	0.116375	0.291679
1.12617	4.96361	1.98216	5.97435	3.88383	-1.24517	-1.88409	-0.754572	0.85899	0.209114	0.199843	0.513512
6.8466	8.28658	5.2502	7.02632	4.4174	-1.36627	-1.98867	-1.06246	0.0741988	0.341118	0.198219	0.522828
5.19111	3.41762	1.99102	7.29529	2.70569	-1.25416	-0.728978	-0.722553	0.781522	0.402115	0.753533	0.13224
8.03719	7.88813	0.511559	9.60474	3.56671	-0.503119	-1.72124	-1.34235	0.0914149	0.49352	0.779195	0.534481
3.69247	4.43069	0.804622	4.0597	3.83878	-1.27014	-1.70836	-0.860283	0.161317	0.709432	0.0980962	0.746743
2.27648	6.59159	3.59736	1.71922	3.44895	-1.66544	-0.620861	-1.16265	0.846069	0.195125	0.637619	0.641894
9.83727	5.43796	8.1314	7.54623	3.68986	-1.00909	-0.698341	-1.98243	0.382643	0.62604	0.0533813	0.599623
8.12336	0.560301	6.34473	4.1358	2.84578	-0.524601	-0.602411	-1.71877	0.240376	0.183609	0.453002	0.262411
1.06219	5.58947	1.33324	7.29128	1.89195	-0.558666	-0.726052	-0.607232	0.573942	0.0872327	0.0860985	0.164089
5.60348	5.86293	2.7858	7.45957	4.38009	-1.96564	-1.84863	-0.565829	0.969039	0.508051	0.137767	0.592239
5.11149	1.86205	0.575257	5.8285	3.78965	-0.704972	-1.30628	-1.7784	0.713113	0.392887	0.445216	0.407079
1.9143	7.40236	8.86312	3.35213	3.44193	-1.66844	-0.758341	-1.01515	0.658835	0.376915	0.801928	0.195468
8.90889	8.69353	5.93923	9.05318	4.15078	-1.45368	-0.96861	-1.72849	0.419952	0.121889	0.730798	0.412111
5.02032	7.20755	9.84962	4.12647	3.35802	-0.688708	-1.46402	-1.2053	0.425753	0.785031	0.34949	0.15366
9.0166	5.9867	8.44019	6.34547	4.37729	-1.48722	-1.76777	-1.1223	0.821423	0.711718	0.88924	0.509112
7.87505	7.07887	1.97903	7.28495	4.78021	-1.29395	-1.84419	-1.64207	0.958949	0.75068	0.809617	0.440623
9.82935	8.81316	2.5257	6.47269	3.11698	-0.614348	-0.833296	-1.66934	0.662841	0.238325	0.909169	0.724784
5.26813	3.32433	0.846224	5.80925	4.04491	-1.29878	-0.870313	-1.87581	0.960573	0.144597	0.134161	0.66076
2.60847	7.10514	9.3456	7.65892	4.60121	-1.8197	-1.28524	-1.49626	0.483092	0.283614	0.0658995	0.741307
5.99395	7.37024	0.506482	0.649901	5.4606	-1.86246	-1.83875	-1.75939	0.0888618	0.910879	0.673066	0.82526
2.67611	8.16597	8.49707	3.36992	3.51006	-1.1852	-1.59235	-0.732517	0.659333	0.810472	0.566643	0.0612088
1.36635	6.50161	7.1498	9.91542	4.55807	-1.48442	-1.962	-1.11164	0.326795	0.467213	0.655922	0.44276
8.64228	0.803809	3.38622	2.47377	2.90669	-1.47515	-0.501863	-0.929677	0.220754	0.209764	0.443261	0.180342
8.72532	0.653533	5.13987	5.84633	3.82657	-0.929995	-1.60453	-1.29204	0.665435	0.995991	0.317976	0.959568
1.25816	0.550799	7.59956	7.46621	4.34976	-0.795026	-1.74533	-1.80941	0.869923	0.283106	0.986958	0.895217
4.45596	5.45243	8.18636	1.12445	4.38211	-1.69822	-1.86828	-0.815606	0.842379	0.903998	0.792589	0.373461
2.49298	8.52796	4.41666	8.89359	3.13069	-1.29613	-1.20498	-0.629584	0.88018	0.766263	0.3366	0.180042
4.05866	9.81128	9.65996	0.892844	4.61991	-1.68998	-1.00593	-1.92399	0.312566	0.264395	0.234141	0.214609
7.47155	4.43412	7.61504	3.62214	3.52815	-1.74293	-1.14868	-0.636547	0.245657	0.77689	0.085202	0.315452
4.33173	2.11511	9.12175	8.6345	3.9687	-1.39168	-0.903207	-1.67381	0.323349	0.360317	0.633904	0.185781
5.77361	5.82301	4.68821	4.94905	2.72494	-1.14496	-1.07655	-0.503428	0.286934	0.992032	0.83104	0.540314
4.77294	4.52552	4.84659	8.61946	4.8766	-1.98568	-1.36384	-1.52708	0.762917	0.631627	0.835818	0.076303
2.70665	0.849174	9.07492	1.63854	2.78128	-1.28369	-0.687107	-0.810487	0.809789	0.931335	0.22929	0.883138
9.60414	7.59569	2.05185	3.35107	3.84377	-1.67157	-1.47988	-0.692333	0.118557	0.668257	0.347426	0.169466
2.76552	6.85555	3.65598	4.31466	3.71218	-1.50333	-1.20857	-1.00028	0.469964	0.138414	0.434463	0.104297
7.24871	0.825979	2.44289	2.60872	3.30168	-0.98624	-1.43915	-0.876293	0.210556	0.441006	0.838539	0.081088
7.61171	7.49413	6.26001	9.78229	3.35983	-1.12717	-0.663432	-1.56923	0.768169	0.546239	0.0779636	0.974093
3.22328	1.68521	1.84256	9.90944	4.71558	-1.74937	-1.7086	-1.25761	0.229794	0.495752	0.929757	0.616056
4.994	4.50092	5.7104	7.95517	4.00211	-0.889615	-1.79764	-1.31485	0.484347	0.475542	0.107442	0.864119
0.668979	0.574613	7.94672	8.7687	3.45517	-0.717563	-1.3824	-1.35521	0.406038	0.475885	0.0816035	0.54298
2.94716	8.44188	1.30803	1.21019	4.78054	-1.60892	-1.3036	-1.86801	0.270671	0.288336	0.563637	0.212008
5.13477	1.32637	8.46275	6.68688	4.47676	-1.50978	-1.54101	-1.42597	0.362379	0.55288	0.399315	0.224117
7.3197	4.82648	5.37502	7.36487	3.80747	-1.79191	-1.19288	-0.822677	0.327457	0.770055	0.860543	0.874762
6.31918	6.90246	5.76911	6.78381	3.99661	-1.62627	-1.20172	-1.16862	0.567981	0.888069	0.488117	0.49997
1.72179	6.63885	2.96724	6.31423	4.27329	-1.72999	-0.802432	-1.74087	0.556933	0.532496	0.611658	0.412629
7.90172	9.55342	3.04416	0.531583	4.21474	-1.8684	-0.777944	-1.56839	0.293309	0.381344	0.701716	0.651652
8.26307	0.71643	6.89587	6.89801	3.54662	-1.95117	-1.01398	-0.581473	0.639119	0.864199	0.558017	0.497794
1.82056	9.15379	3.10971	4.41156	3.37391	-1.33827	-0.877443	-1.1582	0.693992	0.75125	0.175387	0.581325
9.98734	3.46674	4.07489	4.4883	3.32057	-1.01907	-0.62994	-1.67155	0.105931	0.655474	0.87944	0.432273
6.56717	4.30662	7.24261	2.04108	4.39607	-1.0547	-1.38324	-1.95812	0.146021	0.117609	0.184617	0.760916
2.92538	8.44818	3.57769	1.6446	3.50943	-1.00523	-0.524062	-1.98014	0.645631	0.749778	0.94076	0.627204
3.09966	8.45366	1.63301	5.90143	2.78832	-1.61819	-0.520554	-0.649582	0.56142	0.712364	0.120644	0.111953
6.18931	4.85618	5.80582	8.70428	4.33108	-1.9239	-1.40165	-1.00553	0.635878	0.453273	0.771383	0.752837
0.695558	7.51503	6.70838	3.22548	3.19192	-1.2516	-1.05136	-0.888962	0.980923	0.0823355	0.151898	0.78163
4.75384	9.69197	2.78057	7.58595	4.01742	-0.577369	-1.8209	-1.61916	0.518005	0.73981	0.122016	0.669469
8.04021	8.59297	7.79532	4.29504	3.497	-1.49444	-0.987698	-1.01486	0.871663	0.625238	0.500095	0.366754
7.48018	1.43728	8.56111	3.774	3.67708	-1.06041	-0.642696	-1.97397	0.808893	0.979206	0.406113	0.140564
7.40336	4.05278	3.17824	2.51263	4.2563	-1.85268	-0.732437	-1.67118	0.222157	0.269352	0.532292	0.366421
1.35044	4.84707	8.76486	5.51252	4.60104	-1.59398	-1.42349	-1.58357	0.633647	0.878282	0.637785	0.262549
0.678286	9.34639	6.18178	2.51069	3.33911	-1.20854	-1.29623	-0.83434	0.795541	0.78538	0.504192	0.721275
3.65678	0.738951	9.92922	1.27942	3.55108	-1.74322	-0.556594	-1.25127	0.984129	0.920281	0.132768	0.954065
1.96995	5.48063	6.37308	4.0758	3.96288	-1.42329	-0.974607	-1.56498	0.313274	0.444784	0.443781	0.642348
5.09155	0.751731	9.30056	2.58571	3.94757	-1.37489	-0.603695	-1.96899	0.900466	0.909622	0.087716	0.822339
0.717479	6.56388	8.13944	8.00777	3.55224	-0.64669	-1.66182	-1.24373	0.439423	0.331049	0.120447	0.245414
4.84536	5.32786	6.84295	5.7672	3.22406	-1.18469	-1.19105	-0.848322	0.718387	0.572858	0.503627	0.462798
5.01172	1.71467	0.657487	9.38519	3.68942	-0.82925	-1.9769	-0.883266	0.606217	0.23504	0.963502	0.290765
8.18674	2.34892	4.13798	0.75976	5.00601	-1.70965	-1.71941	-1.57695	0.591606	0.301877	0.389972	0.11961
2.11723	3.46247	9.77836	4.88351	4.80549	-0.930148	-1.97766	-1.89768	0.655563	0.831833	0.706186	0.640952
9.91825	1.19613	6.63556	7.06263	4.84304	-1.20925	-1.76077	-1.87302	0.428996	0.390297	0.236028	0.11926
1.77302	1.89808	4.58675	1.11774	4.5057	-1.55689	-0.950919	-1.99789	0.561344	0.160403	0.912392	0.484853
6.7417	1.00395	4.9151	9.91847	2.68813	-1.09029	-0.835491	-0.762343	0.588016	0.506696	0.102261	0.849169
1.18519	5.07744	1.25524	7.123	4.71491	-1.8084	-1.61497	-1.29154	0.461862	0.620192	0.0568971	0.265261
8.15633	1.31474	4.74802	7.16904	3.7217	-1.43653	-0.692975	-1.59219	0.730996	0.989289	0.977476	0.613631
2.42334	5.27939	4.87699	2.62102	3.70144	-0.787757	-0.92184	-1.99185	0.702972	0.850101	0.664613	0.273731
3.42032	7.48898	8.73159	5.07231	3.8447	-1.05067	-1.36879	-1.42524	0.288588	0.897169	0.55958	0.295898
9.07713	1.53637	4.22638	4.0501	4.4352	-1.3423	-1.3214	-1.7715	0.223354	0.563971	0.594027	0.613705
4.3962	0.554752	2.68481	8.14962	4.28967	-1.55567	-1.61334	-1.12066	0.872266	0.26154	0.89049	0.69317
6.13535	4.16544	1.22984	8.1981	5.12846	-1.3889	-1.75442	-1.98514	0.500266	0.296799	0.375334	0.755434
6.21567	6.3149	1.03329	9.19111	2.768	-0.804131	-0.576299	-1.38757	0.317002	0.953946	0.653171	0.574982
3.60832	4.72791	1.14445	5.10843	3.63944	-1.66137	-0.780852	-1.19722	0.647898	0.563658	0.339839	0.580811
2.61207	7.89341	5.91979	1.07595	4.51618	-1.6729	-1.38549	-1.45779	0.950089	0.599469	0.22069	0.605203
5.4822	4.89067	8.7354	7.40239	2.93899	-0.711521	-0.557654	-1.66982	0.21694	0.285609	0.959997	0.212946
9.19843	4.42065	1.24199	3.16007	3.26622	-1.45714	-1.28424	-0.524844	0.771399	0.790209	0.24522	0.724014
5.61219	7.33826	5.99804	7.33796	3.56472	-1.06911	-0.57548	-1.92013	0.0761512	0.451456	0.69368	0.261892
1.14145	9.74267	3.1847	6.64155	3.60072	-1.01728	-0.824582	-1.75885	0.318318	0.459899	0.481608	0.547075
2.03391	9.44657	5.74825	4.97773	3.7984	-1.47363	-1.04087	-1.2839	0.52248	0.648201	0.165667	0.614658
9.02997	0.613754	4.25318	8.55571	3.64012	-1.02926	-1.14396	-1.46689	0.92748	0.226864	0.272422	0.807234
5.12822	7.36463	6.02641	3.29078	4.06186	-1.14385	-1.01231	-1.90571	0.344797	0.451727	0.141694	0.183112
8.47063	5.58661	2.06116	8.1998	4.84986	-1.40846	-1.94835	-1.49306	0.986806	0.693243	0.649936	0.0654565
9.39863	3.73934	3.66857	4.09461	3.10342	-0.653784	-1.78118	-0.668451	0.735296	0.928269	0.529518	0.351576
2.12465	4.61485	1.10526	7.57662	2.82824	-0.598376	-1.31849	-0.911378	0.187105	0.89043	0.687609	0.63882
7.90811	2.90553	7.65594	1.51872	4.3287	-0.774651	-1.91643	-1.63761	0.568661	0.938307	0.912485	0.903364
8.08524	7.94892	2.54556	5.35144	3.68606	-1.2275	-0.852778	-1.60578	0.314569	0.751195	0.254886	0.392763
8.42473	2.64818	8.82682	3.57977	3.84411	-1.10084	-1.2719	-1.47137	0.128513	0.136153	0.285906	0.208009
9.3674	3.4171	3.09231	6.71396	3.26036	-0.760942	-1.54463	-0.954792	0.478942	0.651178	0.216453	0.173553
3.51247	6.02959	2.65443	7.42478	3.43152	-0.631394	-1.28715	-1.51297	0.847693	0.330658	0.0802418	0.805832
6.99091	7.76875	0.980863	2.22642	4.00619	-0.89381	-1.79785	-1.31453	0.800175	0.860724	0.2071	0.750979
6.47244	5.0071	8.67811	1.08826	4.07956	-1.54071	-1.53841	-1.00045	0.857323	0.0773148	0.739856	0.50252
2.96543	6.32599	8.2351	3.02655	3.16335	-0.550275	-1.76809	-0.844986	0.720228	0.233151	0.677464	0.961354
6.0098	7.44467	7.28028	8.73664	3.40898	-1.69477	-1.09881	-0.615396	0.493328	0.961143	0.235812	0.399947
7.49036	5.78874	6.53574	7.96904	3.32575	-1.5116	-0.581678	-1.23247	0.159926	0.472481	0.351981	0.750381
9.66546	5.73235	5.264	8.78358	3.23384	-1.492	-0.80711	-0.934733	0.364115	0.0925795	0.219675	0.971741
8.67394	0.630904	4.77621	3.48232	3.35684	-1.11809	-1.04915	-1.1896	0.687107	0.340434	0.809906	0.918973
9.25569	2.39571	1.53503	9.78962	3.01598	-0.600811	-1.29495	-1.12021	0.708082	0.535861	0.243538	0.0939195
9.23804	4.60641	5.27973	2.06465	4.64794	-1.69241	-1.50474	-1.45078	0.811049	0.414053	0.253505	0.329615
6.49701	6.3544	2.76493	6.16656	3.22116	-1.37695	-0.897929	-0.946277	0.530662	0.764609	0.762665	0.435868
0.959253	2.17248	5.95685	9.12639	3.67432	-0.559992	-1.70295	-1.41137	0.429635	0.96988	0.506574	0.556952
4.61856	9.16332	6.59731	0.896274	3.47456	-1.01432	-1.29642	-1.16381	0.681178	0.300451	0.999127	0.37583
8.46889	1.04712	4.31034	8.13403	3.16965	-0.986798	-0.639997	-1.54285	0.916691	0.127947	0.0563462	0.61171
5.48338	2.06068	1.46478	8.15199	3.46992	-1.02764	-0.907118	-1.53516	0.751793	0.663987	0.752266	0.36884
4.11711	0.70318	3.82217	7.79388	4.16307	-1.68579	-1.74028	-0.737004	0.534747	0.787737	0.863143	0.348872
1.58095	6.20015	0.723735	3.32234	2.03736	-0.69579	-0.742262	-0.599311	0.945242	0.407065	0.512919	0.126773
4.90123	8.45898	6.62787	1.84473	4.4371	-1.87107	-0.823128	-1.7429	0.49379	0.139436	0.478467	0.820011
5.6683	7.66375	4.56468	5.91818	3.77557	-1.39854	-0.898882	-1.47815	0.755512	0.392023	0.816941	0.73192
1.93582	1.85383	0.824151	6.64017	3.32641	-0.891792	-1.63264	-0.801972	0.0641508	0.966215	0.520358	0.10286
5.78484	2.78508	0.852553	3.95584	3.55022	-0.674941	-1.97632	-0.898952	0.191722	0.308323	0.274445	0.543178
6.20893	7.70248	4.36296	1.35278	3.93483	-1.46561	-1.6922	-0.777025	0.644537	0.458462	0.782931	0.661188
7.98833	3.89608	3.53922	1.96639	3.83585	-1.46449	-0.649242	-1.72212	0.526592	0.145744	0.827965	0.723028
0.543852	2.09163	4.36662	3.66928	4.1112	-1.50757	-0.784667	-1.81896	0.280255	0.844983	0.220803	0.575318
4.67552	5.08897	4.33215	1.03539	3.08497	-0.871307	-0.6266	-1.58707	0.156224	0.436453	0.739112	0.960328
7.66729	1.89573	2.21231	3.49975	2.14956	-0.681695	-0.87935	-0.588514	0.673909	0.986108	0.130378	0.946062
9.49876	3.5547	9.25055	2.40192	3.89412	-1.15278	-1.86334	-0.877994	0.0831585	0.486825	0.887797	0.543436
4.8318	9.06698	5.77461	0.818082	4.39185	-1.09223	-1.93567	-1.36394	0.632787	0.711086	0.310278	0.721479
9.67974	3.4421	4.85504	6.93446	3.75333	-1.30406	-0.743552	-1.70571	0.672241	0.305703	0.243749	0.528781
9.08492	6.69888	1.91537	0.968785	3.67174	-1.38677	-0.700193	-1.58478	0.829044	0.356103	0.40759	0.899044
4.33309	1.23818	3.60288	5.89735	3.59213	-0.795487	-1.10525	-1.6914	0.0655743	0.588889	0.14565	0.361117
6.3623	1.30484	0.64578	1.47726	4.47946	-1.73587	-1.29431	-1.44927	0.346442	0.884936	0.0716068	0.446681
5.48017	2.6145	8.60071	7.60993	4.81106	-1.55456	-1.72465	-1.53186	0.164704	0.393207	0.483087	0.239069
2.3385	7.13862	1.04297	6.94203	4.49446	-1.48183	-1.24896	-1.76366	0.288028	0.128496	0.188206	0.273525
7.4603	9.74817	8.20707	6.44631	4.01121	-1.85862	-1.21658	-0.936016	0.858448	0.938017	0.2714	0.804834
8.57646	5.76843	3.53117	4.03905	3.88306	-1.03864	-1.97323	-0.871189	0.169047	0.287241	0.414744	0.689057
7.51913	4.54548	8.25419	2.60673	4.23959	-1.86735	-0.823577	-1.54866	0.413293	0.835709	0.544726	0.683914
4.9781	5.9663	9.70094	9.3052	4.0019	-1.58367	-0.843623	-1.5746	0.35666	0.895505	0.427008	0.358896
5.32503	9.40528	4.00891	5.26696	4.17038	-1.77619	-1.47336	-0.92083	0.905241	0.99717	0.694611	0.904072
6.07711	1.51193	5.03794	5.76002	2.63161	-1.17835	-0.520434	-0.932833	0.465208	0.0988266	0.549837	0.676693
2.10483	4.0537	7.79886	1.60861	4.83272	-0.903113	-1.94545	-1.98416	0.656429	0.115669	0.25507	0.633807
8.35602	4.28086	6.72514	7.78918	4.58409	-1.65153	-1.12439	-1.80818	0.948492	0.942809	0.234679	0.678447
5.7696	9.08175	9.45132	3.01199	3.7127	-1.72861	-1.0245	-0.959594	0.505761	0.108219	0.469241	0.488965
7.71801	6.31998	6.47255	3.36372	2.3277	-1.2158	-0.501591	-0.610313	0.816206	0.13318	0.714461	0.215671
3.94935	0.628722	4.48591	1.61405	3.46893	-0.855231	-1.13248	-1.48122	0.200209	0.963204	0.844578	0.393471
7.37807	9.91123	5.19214	2.8938	4.61943	-1.84974	-1.42043	-1.34927	0.79402	0.0862891	0.490291	0.56689
4.51055	9.93117	6.25821	4.04183	5.75271	-1.81637	-1.99674	-1.9396	0.863819	0.330249	0.802834	0.499209
8.86733	6.47854	1.84211	4.07876	2.69217	-0.656545	-0.777655	-1.25797	0.0521403	0.884796	0.813714	0.676466
2.922	9.04136	7.19837	7.64622	4.06262	-1.15583	-1.45488	-1.45191	0.722525	0.0793583	0.854187	0.723258
5.14462	3.16402	7.16508	2.35012	4.61816	-1.58995	-1.77041	-1.25779	0.59094	0.741652	0.299025	0.477551
4.18521	2.06673	5.59398	6.0254	2.64832	-1.29089	-0.836905	-0.520523	0.531347	0.54611	0.897679	0.283481
9.07798	9.70249	7.60068	9.6494	5.01142	-1.73076	-1.3836	-1.89705	0.454672	0.0985176	0.525567	0.517468
6.45157	4.32718	0.914826	4.86602	3.62668	-1.14634	-0.816193	-1.66414	0.350218	0.322794	0.303084	0.771649
6.63412	4.27388	6.08936	9.6574	2.8209	-0.53573	-1.08596	-1.19921	0.765385	0.65415	0.585239	0.527966
6.72853	7.24951	7.05256	6.82441	2.68904	-0.704015	-1.39853	-0.586499	0.32844	0.19887	0.514693	0.191093
3.41477	6.7202	5.54065	5.8072	3.48975	-1.17038	-0.522737	-1.79664	0.195807	0.4349	0.78204	0.371078
9.56143	2.02883	5.51928	4.27127	4.15686	-0.824684	-1.66378	-1.6684	0.492778	0.275639	0.474248	0.43325
7.5819	6.40154	2.80653	8.95735	4.43988	-1.24988	-1.47937	-1.71062	0.516451	0.111158	0.751964	0.317279
1.52706	7.86836	4.96138	1.43739	2.12309	-0.709746	-0.586789	-0.826555	0.609959	0.462429	0.124016	0.758808
2.50814	0.708301	2.55463	5.28679	2.09137	-0.643099	-0.862064	-0.586207	0.592468	0.353705	0.579954	0.323993
3.05128	2.20117	8.12767	8.64013	2.77915	-1.20451	-0.827273	-0.747364	0.139998	0.805776	0.793261	0.647664
1.71727	4.46236	9.23539	0.886179	4.31231	-1.87481	-1.01942	-1.41808	0.0744643	0.703855	0.658702	0.954368
7.68266	2.69364	8.89508	5.46845	4.98884	-1.52588	-1.7312	-1.73176	0.68273	0.114235	0.254764	0.548174
3.21189	3.1823	5.33663	8.93197	3.33088	-1.1127	-1.48383	-0.73435	0.333038	0.930743	0.50983	0.476623
3.55525	4.14215	6.96747	8.92988	3.34997	-0.578674	-0.805294	-1.966	0.793366	0.626935	0.127936	0.674813
